日期,最高气温,最低气温,天气,风向
2016-08-13 星期六,34℃,23℃,阵雨,东风 1级
2016-08-14 星期日,34℃,25℃,阵雨,东风 1级
2016-08-15 星期一,33℃,24℃,阵雨,西风 1级
2016-08-16 星期二,33℃,24℃,多云,东风 1级
2016-08-17 星期三,34℃,25℃,阴,南风 1级
2016-08-18 星期四,34℃,23℃,多云,西风 1级
2016-08-19 星期五,34℃,23℃,晴,西北风 1级
2016-08-20 星期六,34℃,24℃,阴,东风 1级
2016-08-21 星期日,34℃,25℃,阴,南风 1级
2016-08-22 星期一,34℃,25℃,阵雨,东北风 1级
2016-08-23 星期二,34℃,25℃,阵雨,东北风 1级
2016-08-24 星期三,36℃,25℃,阵雨,西北风 1级
2016-08-25 星期四,34℃,22℃,阴,北风 1级
2016-08-26 星期五,30℃,22℃,阴,北风 1级
2016-08-27 星期六,29℃,21℃,多云,北风 1级
2016-08-28 星期日,30℃,22℃,多云,北风 1级
2016-09-01 星期四,29℃,17℃,阴,东北风 1级
2016-09-02 星期五,30℃,20℃,多云,东南风 1级
2016-09-03 星期六,27℃,20℃,小雨,西南风 1级
2016-09-04 星期日,24℃,20℃,阴,南风 1级
2016-09-05 星期一,22℃,19℃,小雨,东北风 1级
2016-09-06 星期二,27℃,19℃,阴,西南风 1级
2016-09-07 星期三,25℃,20℃,阴,东风 1级
2016-09-08 星期四,25℃,19℃,多云,西南风 1级
2016-09-09 星期五,29℃,20℃,多云,南风 1级
2016-09-10 星期六,29℃,18℃,多云,东北风 1级
2016-09-11 星期日,32℃,19℃,多云,东北风 1级
2016-09-12 星期一,28℃,19℃,阴,东北风 1级
2016-09-13 星期二,25℃,19℃,小雨,西南风 1级
2016-09-14 星期三,21℃,18℃,中雨,北风 1级
2016-09-15 星期四,28℃,18℃,多云,西南风 1级
2016-09-16 星期五,26℃,19℃,多云,东风 1级
2016-09-17 星期六,25℃,20℃,小雨,西风 1级
2016-09-18 星期日,23℃,18℃,大雨,北风 1级
2016-09-19 星期一,23℃,17℃,小雨,东风 1级
2016-09-20 星期二,24℃,17℃,小雨,东北风 1级
2016-09-21 星期三,27℃,18℃,多云,南风 1级
2016-09-22 星期四,26℃,19℃,小雨,西风 1级
2016-09-23 星期五,22℃,18℃,小雨,东风 1级
2016-09-24 星期六,24℃,18℃,阴,西南风 1级
2016-09-25 星期日,24℃,18℃,阴,东北风 1级
2016-09-26 星期一,25℃,19℃,阴,南风 1级
2016-09-27 星期二,26℃,19℃,多云,北风 1级
2016-09-28 星期三,28℃,19℃,多云,南风 1级
2016-10-01 星期六,30℃,19℃,多云,东北风 1级
2016-10-02 星期日,32℃,19℃,晴,东北风 1级
2016-10-03 星期一,29℃,20℃,多云,东风 1级
2016-10-04 星期二,27℃,18℃,小雨,北风 2级
2016-10-05 星期三,23℃,18℃,阴,东南风 1级
2016-10-06 星期四,24℃,19℃,小雨,东风 1级
2016-10-07 星期五,22℃,18℃,小雨,西南风 1级
2016-10-08 星期六,20℃,14℃,小雨,东风 1级
2016-10-09 星期日,19℃,15℃,小雨,西北风 1级
2016-10-10 星期一,18℃,14℃,小雨,北风 1级
2016-10-11 星期二,18℃,15℃,小雨,东北风 1级
2016-10-12 星期三,17℃,14℃,小雨,南风 1级
2016-10-13 星期四,20℃,15℃,阴,西风 1级
2016-10-14 星期五,19℃,15℃,小雨,北风 1级
2016-10-15 星期六,21℃,15℃,阴,东北风 1级
2016-10-16 星期日,24℃,15℃,小雨,东南风 1级
2016-10-17 星期一,24℃,15℃,多云,东风 1级
2016-10-18 星期二,22℃,16℃,多云,北风 1级
2016-10-19 星期三,21℃,16℃,阴,东风 1级
2016-10-20 星期四,24℃,17℃,阴,西北风 1级
2016-10-21 星期五,22℃,18℃,小雨,东南风 1级
2016-10-22 星期六,22℃,17℃,小雨,西北风 1级
2016-10-23 星期日,21℃,16℃,小雨,东北风 1级
2016-10-24 星期一,22℃,17℃,阴,东北风 1级
2016-10-25 星期二,21℃,15℃,多云,西北风 1级
2016-10-26 星期三,21℃,15℃,小雨,北风 1级
2016-10-27 星期四,21℃,13℃,阴,北风 1级
2016-10-28 星期五,16℃,8℃,小雨,北风 1级
2016-11-01 星期二,17℃,12℃,阴,东南风 1级
2016-11-02 星期三,19℃,12℃,阴,南风 1级
2016-11-03 星期四,19℃,11℃,多云,东风 1级
2016-11-04 星期五,20℃,12℃,多云,南风 1级
2016-11-05 星期六,20℃,14℃,多云,东北风 1级
2016-11-06 星期日,19℃,12℃,小雨,北风 1级
2016-11-07 星期一,13℃,9℃,小雨,西南风 1级
2016-11-08 星期二,12℃,8℃,小雨,南风 1级
2016-11-09 星期三,13℃,7℃,小雨,西南风 1级
2016-11-10 星期四,15℃,8℃,晴,东北风 1级
2016-11-11 星期五,16℃,9℃,阴,东南风 1级
2016-11-12 星期六,18℃,7℃,多云,东风 1级
2016-11-13 星期日,18℃,9℃,多云,东北风 1级
2016-11-14 星期一,19℃,10℃,多云,东南风 1级
2016-11-15 星期二,19℃,11℃,多云,东北风 1级
2016-11-16 星期三,18℃,12℃,多云,东风 1级
2016-11-17 星期四,20℃,13℃,多云,东风 1级
2016-11-18 星期五,21℃,13℃,晴,东北风 1级
2016-11-19 星期六,19℃,11℃,阴,东风 1级
2016-11-20 星期日,20℃,11℃,晴,东北风 1级
2016-11-21 星期一,19℃,11℃,阴,东北风 1级
2016-11-22 星期二,12℃,6℃,阴,东北风 2级
2016-11-23 星期三,9℃,5℃,阴,东风 1级
2016-11-24 星期四,9℃,5℃,阴,东北风 1级
2016-11-25 星期五,10℃,4℃,阴,西北风 1级
2016-11-26 星期六,13℃,4℃,晴,东北风 1级
2016-11-27 星期日,12℃,6℃,阴,北风 1级
2016-11-28 星期一,12℃,6℃,阴,北风 1级
2016-12-01 星期四,14℃,8℃,阴,北风 1级
2016-12-02 星期五,11℃,8℃,阴,东北风 1级
2016-12-03 星期六,12℃,4℃,多云,东风 1级
2016-12-04 星期日,16℃,5℃,晴,东北风 1级
2016-12-05 星期一,15℃,3℃,晴,南风 1级
2016-12-06 星期二,16℃,2℃,晴,西北风 1级
2016-12-07 星期三,15℃,2℃,晴,东南风 1级
2016-12-08 星期四,15℃,6℃,晴,东北风 1级
2016-12-09 星期五,14℃,7℃,阴,北风 1级
2016-12-10 星期六,15℃,3℃,多云,东北风 2级
2016-12-11 星期日,13℃,7℃,多云,北风 1级
2016-12-12 星期一,14℃,7℃,阴,东北风 1级
2016-12-13 星期二,12℃,7℃,多云,东北风 1级
2016-12-14 星期三,12℃,8℃,阴,西南风 1级
2016-12-15 星期四,12℃,4℃,小雨,东北风 1级
2016-12-16 星期五,12℃,5℃,阴,东风 1级
2016-12-17 星期六,12℃,6℃,多云,南风 1级
2016-12-18 星期日,12℃,7℃,多云,东北风 1级
2016-12-19 星期一,13℃,8℃,阴,东北风 1级
2016-12-20 星期二,13℃,6℃,阴,东北风 1级
2016-12-21 星期三,14℃,3℃,晴,东南风 1级
2016-12-22 星期四,15℃,6℃,晴,北风 1级
2016-12-23 星期五,11℃,7℃,阴,北风 1级
2016-12-24 星期六,11℃,7℃,阴,北风 1级
2016-12-26 星期一,11℃,4℃,多云,东风 1级
2016-12-27 星期二,11℃,3℃,晴,东北风 1级
2016-12-28 星期三,12℃,4℃,晴,北风 2级
2016-12-29 星期四,11℃,6℃,多云,南风 1级
2015-01-01 星期四,12℃,4℃,多云,南风 小于3级
2015-01-02 星期五,10℃,5℃,阴,南风 小于3级
2015-01-03 星期六,11℃,3℃,多云,南风 小于3级
2015-01-04 星期日,9℃,1℃,阴,南风 小于3级
2015-01-05 星期一,9℃,5℃,阴转小雨,微风 小于3级
2015-01-06 星期二,11℃,2℃,阴转多云,微风~南风 小于3级
2015-01-07 星期三,9℃,3℃,多云转阴,微风 小于3级
2015-01-08 星期四,11℃,5℃,小雨转阴,微风 小于3级
2015-01-09 星期五,12℃,2℃,多云,南风 小于3级
2015-01-10 星期六,12℃,2℃,多云,微风 小于3级
2015-01-11 星期日,11℃,4℃,多云,微风 小于3级
2015-01-12 星期一,13℃,3℃,多云,微风 小于3级
2015-01-13 星期二,11℃,2℃,多云,微风 小于3级
2015-01-14 星期三,10℃,5℃,阴,微风 小于3级
2015-01-15 星期四,11℃,5℃,阴,微风 小于3级
2015-01-16 星期五,11℃,4℃,阴,南风 小于3级
2015-01-17 星期六,11℃,6℃,小雨,南风 小于3级
2015-01-18 星期日,11℃,5℃,小雨转阴,微风 小于3级
2015-01-19 星期一,11℃,4℃,多云,微风 小于3级
2015-01-20 星期二,14℃,3℃,多云,南风 小于3级
2015-01-21 星期三,15℃,2℃,多云,南风 小于3级
2015-01-22 星期四,14℃,3℃,多云,南风 小于3级
2015-01-23 星期五,13℃,3℃,多云转阴,南风 小于3级
2015-01-24 星期六,13℃,6℃,阴,南风 小于3级
2015-01-25 星期日,14℃,6℃,多云,南风 小于3级
2015-01-26 星期一,14℃,8℃,多云,南风 小于3级
2015-01-27 星期二,13℃,9℃,阴,南风 小于3级
2015-01-28 星期三,8℃,6℃,阴转小雨,微风 小于3级
2015-02-01 星期日,5℃,2℃,阴,微风 小于3级
2015-02-02 星期一,10℃,2℃,阴,微风 小于3级
2015-02-03 星期二,10℃,2℃,多云,微风 小于3级
2015-02-04 星期三,11℃,2℃,多云,微风 小于3级
2015-02-05 星期四,11℃,2℃,多云,南风 小于3级
2015-02-06 星期五,11℃,2℃,多云,南风 小于3级
2015-02-07 星期六,13℃,4℃,阴转多云,南风 小于3级
2015-02-08 星期日,11℃,0℃,多云,南风 小于3级
2015-02-09 星期日,11℃,4℃,阴,南风 小于3级
2015-02-10 星期二,11℃,4℃,阴,南风 小于3级
2015-02-11 星期二,16℃,2℃,多云,南风 小于3级
2015-02-12 星期二,17℃,1℃,多云,南风 小于3级
2015-02-13 周五,14℃,6℃,阴,南风 小于3级
2015-02-14 星期六,14℃,6℃,阴,南风 小于3级
2015-02-15 星期日,17℃,5℃,多云,南风 小于3级
2015-02-16 星期一,19℃,5℃,多云,南风 小于3级
2015-02-17 星期二,19℃,4℃,多云,南风 小于3级
2015-02-18 星期三,17℃,10℃,阴,南风 小于3级
2015-02-19 星期四,14℃,10℃,阴转小雨,南风 小于3级
2015-02-20 星期五,17℃,10℃,阴转多云,微风 小于3级
2015-02-21 星期六,16℃,11℃,阴转多云,南风 小于3级
2015-02-22 星期日,16℃,10℃,阴转多云,南风 小于3级
2015-02-23 星期一,14℃,8℃,阴转多云,南风 小于3级
2015-02-24 星期二,17℃,8℃,多云,南风 小于3级
2015-02-25 星期三,16℃,6℃,多云,南风 小于3级
2015-02-26 星期四,15℃,9℃,多云,南风 小于3级
2015-02-27 星期五,13℃,8℃,小雨,微风 小于3级
2015-02-28 星期六,12℃,8℃,小雨转阴,微风 小于3级
2015-03-01 星期日,14℃,2℃,阴转多云,南风 小于3级
2015-03-02 星期一,13℃,4℃,多云,南风 小于3级
2015-03-03 星期二,12℃,5℃,阴,微风 小于3级
2015-03-04 星期三,10℃,6℃,小雨,微风 小于3级
2015-03-05 星期四,10℃,4℃,小雨转阴,微风 小于3级
2015-03-06 星期五,12℃,3℃,阴,南风 小于3级
2015-03-07 星期六,14℃,6℃,阴转多云,南风 小于3级
2015-03-08 星期日,17℃,7℃,阴转多云,南风 小于3级
2015-03-09 星期一,20℃,7℃,晴,南风 小于3级
2015-03-10 星期二,15℃,8℃,小雨,微风 小于3级
2015-03-11 星期三,16℃,8℃,小雨转多云,微风~南风 小于3级
2015-03-12 星期四,20℃,8℃,多云,南风 小于3级
2015-03-13 星期五,20℃,8℃,多云,南风 小于3级
2015-03-14 星期六,19℃,8℃,阴转多云,南风 小于3级
2015-03-15 星期日,20℃,11℃,阴转多云,南风 小于3级
2015-03-16 星期一,21℃,12℃,多云,南风 小于3级
2015-03-17 星期二,20℃,15℃,阴,南风 小于3级
2015-03-18 星期三,20℃,14℃,阴转小雨,南风 小于3级
2015-03-19 星期四,18℃,13℃,小雨,微风 小于3级
2015-03-20 星期五,20℃,12℃,小雨转阴,微风 小于3级
2015-03-21 星期六,22℃,9℃,多云,南风 小于3级
2015-03-22 星期日,22℃,12℃,多云,南风 小于3级
2015-03-23 星期一,23℃,12℃,阴转多云,微风 小于3级
2015-03-24 星期二,19℃,13℃,小雨转阴,微风 小于3级
2015-03-25 星期三,21℃,13℃,阴转多云,南风 小于3级
2015-03-26 星期四,22℃,15℃,多云,南风 小于3级
2015-03-27 星期五,20℃,15℃,小雨,微风 小于3级
2015-03-28 星期六,22℃,15℃,阴,微风 小于3级
2015-04-01 星期三,26℃,18℃,小雨转阴,微风 小于3级
2015-04-02 星期四,30℃,18℃,阵雨转多云,微风 小于3级
2015-04-03 星期五,27℃,18℃,多云,南风 小于3级
2015-04-04 星期六,26℃,17℃,阵雨转多云,南风 小于3级
2015-04-05 星期日,21℃,16℃,小雨,北风 小于3级
2015-04-06 星期一,16℃,12℃,小雨,微风 小于3级
2015-04-07 星期二,17℃,11℃,小雨,微风 小于3级
2015-04-08 星期三,17℃,10℃,多云转阵雨,微风 小于3级
2015-04-09 星期四,18℃,9℃,小雨转阴,微风 小于3级
2015-04-10 星期五,17℃,10℃,小雨,微风 小于3级
2015-04-11 星期六,23℃,11℃,阴转多云,微风 小于3级
2015-04-12 星期日,27℃,11℃,晴,南风 小于3级
2015-04-13 星期一,25℃,12℃,多云,南风 小于3级
2015-04-14 星期二,23℃,13℃,多云转阴,南风 小于3级
2015-04-15 星期三,28℃,12℃,多云转晴,南风 小于3级
2015-04-16 星期四,28℃,14℃,多云,南风 小于3级
2015-04-17 星期五,28℃,16℃,多云,南风 小于3级
2015-04-18 星期六,25℃,17℃,小到中雨,北风 3-4级
2015-04-19 星期日,24℃,16℃,阵雨,微风 小于3级
2015-04-20 星期一,25℃,13℃,多云,南风 小于3级
2015-04-21 星期二,20℃,15℃,阵雨转阴,微风 小于3级
2015-04-22 星期三,21℃,15℃,阵雨转阴,微风 小于3级
2015-04-23 星期四,19℃,13℃,阵雨转阴,微风 小于3级
2015-04-24 星期五,24℃,13℃,小雨转阴,南风 小于3级
2015-04-25 星期六,26℃,14℃,多云,南风 小于3级
2015-04-26 星期日,27℃,16℃,多云,南风 小于3级
2015-04-27 星期一,30℃,16℃,多云,南风 小于3级
2015-04-28 星期二,30℃,18℃,多云,南风 小于3级
2015-05-01 星期五,26℃,18℃,中雨转阴,微风 小于3级
2015-05-02 星期六,30℃,16℃,多云,南风 小于3级
2015-05-03 星期日,27℃,17℃,多云,南风 小于3级
2015-05-04 星期一,25℃,18℃,阵雨转阴,微风 小于3级
2015-05-05 星期二,25℃,15℃,阵雨转阴,微风 小于3级
2015-05-06 星期三,28℃,16℃,阴转多云,微风 小于3级
2015-05-07 星期四,30℃,18℃,多云转阵雨,南风 小于3级
2015-05-08 星期五,30℃,17℃,多云,南风 小于3级
2015-05-09 星期五,32℃,18℃,晴~多云,南风 小于3级
2015-05-10 星期日,30℃,17℃,多云,南风 小于3级
2015-05-11 星期一,29℃,15℃,多云,南风 小于3级
2015-05-12 星期二,29℃,16℃,多云,南风 小于3级
2015-05-13 星期三,30℃,18℃,多云,南风 小于3级
2015-05-14 星期四,33℃,19℃,多云~阵雨,南风 小于3级
2015-05-15 星期五,29℃,19℃,阵雨~阴,南风 小于3级
2015-05-16 星期六,31℃,18℃,多云~阵雨,南风 小于3级
2015-05-17 星期日,28℃,19℃,多云,南风 小于3级
2015-05-18 星期一,31℃,22℃,多云,南风 小于3级
2015-05-19 星期二,32℃,23℃,多云,南风 小于3级
2015-05-20 星期三,32℃,18℃,多云~中雨,南风 小于3级
2015-05-21 星期四,27℃,18℃,中雨,南风 小于3级
2015-05-22 星期五,21℃,16℃,中雨~阵雨,南风 小于3级
2015-05-23 星期六,28℃,18℃,多云~阴,南风 小于3级
2015-05-24 星期日,29℃,19℃,多云,南风 小于3级
2015-05-25 星期一,28℃,21℃,多云~,南风 小于3级
2015-05-26 星期二,28℃,22℃,阴,南风 小于3级
2015-05-27 星期三,30℃,21℃,多云,南风 小于3级
2015-05-28 星期四,28℃,18℃,阴~,南风 小于3级
2015-06-01 星期一,32℃,22℃,多云,南风 小于3级
2015-06-02 星期二,31℃,22℃,多云,南风 小于3级
2015-06-03 星期三,29℃,20℃,多云~小到中雨,南风 小于3级
2015-06-04 星期四,27℃,20℃,阵雨~多云,南风 小于3级
2015-06-05 星期五,31℃,20℃,多云,南风 小于3级
2015-06-06 星期六,29℃,19℃,多云~小雨,南风 小于3级
2015-06-07 星期日,30℃,20℃,多云,南风 小于3级
2015-06-08 星期一,32℃,21℃,多云,南风 小于3级
2015-06-09 星期二,32℃,23℃,多云,南风 小于3级
2015-06-10 星期三,32℃,24℃,多云,南风 小于3级
2015-06-11 星期四,33℃,22℃,多云~阴,南风 小于3级
2015-06-12 星期五,29℃,20℃,阵雨~多云,南风 小于3级
2015-06-13 星期六,30℃,22℃,阵雨~阴,南风 小于3级
2015-06-14 星期日,28℃,21℃,多云,南风 小于3级
2015-06-15 星期一,29℃,22℃,阴,南风 小于3级
2015-06-16 星期二,29℃,22℃,阴~多云,南风 小于3级
2015-06-17 星期三,31℃,24℃,阴,南风 小于3级
2015-06-18 星期四,32℃,21℃,多云~阵雨,南风 小于3级
2015-06-19 星期五,32℃,21℃,阵雨,南风 小于3级
2015-06-20 星期六,28℃,21℃,阵雨,南风 小于3级
2015-06-21 星期日,31℃,23℃,多云,南风 小于3级
2015-06-22 星期一,29℃,21℃,阴~小到中雨,南风 小于3级
2015-06-23 星期二,27℃,23℃,阵雨,南风 小于3级
2015-06-24 星期三,31℃,23℃,阵雨,南风 小于3级
2015-06-25 星期四,31℃,24℃,多云~阵雨,南风 小于3级
2015-06-26 星期五,31℃,24℃,多云,南风 小于3级
2015-06-27 星期六,31℃,24℃,多云~阵雨,南风 小于3级
2015-06-28 星期日,31℃,23℃,阴~大到暴雨,南风 小于3级
2015-07-01 星期三,32℃,23℃,多云~阵雨,南风 小于3级
2015-07-02 星期四,29℃,21℃,阵雨~小到中雨,南风 小于3级
2015-07-03 星期五,26℃,19℃,中雨,南风 小于3级
2015-07-04 星期六,24℃,19℃,小到中雨~阵雨,南风 小于3级
2015-07-05 星期日,28℃,20℃,多云,南风 小于3级
2015-07-06 星期一,30℃,21℃,多云~阴,南风 小于3级
2015-07-07 星期二,30℃,21℃,多云,南风 小于3级
2015-07-08 星期三,30℃,21℃,阴~中雨,南风 小于3级
2015-07-09 星期四,28℃,20℃,中雨~多云,南风 小于3级
2015-07-10 星期五,32℃,22℃,多云,南风 小于3级
2015-07-11 星期六,32℃,24℃,多云,南风 小于3级
2015-07-12 星期日,33℃,23℃,多云~阵雨,南风 小于3级
2015-07-13 星期一,33℃,22℃,阵雨,南风 小于3级
2015-07-14 星期二,27℃,21℃,阴~阵雨,南风 小于3级
2015-07-15 星期三,32℃,23℃,多云,南风 小于3级
2015-07-16 星期四,33℃,23℃,晴~多云,南风 小于3级
2015-07-17 星期五,33℃,22℃,晴~多云,南风 小于3级
2015-07-18 星期六,33℃,22℃,阵雨~阴,南风 小于3级
2015-07-19 星期日,33℃,23℃,雷阵雨,南风 小于3级
2015-07-20 星期一,31℃,21℃,阵雨~小到中雨,南风 小于3级
2015-07-21 星期二,28℃,21℃,中雨~阵雨,南风 小于3级
2015-07-22 星期三,31℃,21℃,阵雨~多云,南风 小于3级
2015-07-23 星期四,34℃,22℃,多云,南风 小于3级
2015-07-24 星期五,35℃,22℃,晴,南风 小于3级
2015-07-25 星期六,35℃,22℃,晴~多云,南风 小于3级
2015-07-26 星期日,35℃,23℃,晴,南风 小于3级
2015-07-27 星期一,35℃,23℃,多云,南风 小于3级
2015-07-28 星期二,34℃,23℃,多云,南风 小于3级
2015-08-01 星期六,34℃,24℃,阵雨,南风 小于3级
2015-08-02 星期日,35℃,24℃,多云~阵雨,南风 小于3级
2015-08-03 星期一,35℃,24℃,雷阵雨,南风 小于3级
2015-08-04 星期二,31℃,23℃,雷阵雨~阵雨,南风 小于3级
2015-08-05 星期三,34℃,22℃,多云,南风 小于3级
2015-08-06 星期四,35℃,22℃,多云,南风 小于3级
2015-08-07 星期五,29℃,22℃,阵雨~中雨,南风 小于3级
2015-08-08 星期六,24℃,20℃,中雨~阵雨,南风 小于3级
2015-08-09 星期日,31℃,22℃,多云,南风 小于3级
2015-08-10 星期一,31℃,22℃,多云,南风 小于3级
2015-08-11 星期二,32℃,24℃,多云~阵雨,南风 小于3级
2015-08-12 星期三,32℃,23℃,多云~阵雨,南风 小于3级
2015-08-13 星期四,32℃,23℃,多云~阵雨,南风 小于3级
2015-08-14 星期五,32℃,23℃,多云,南风 小于3级
2015-08-15 星期六,33℃,23℃,多云~阵雨,南风 小于3级
2015-08-16 星期日,30℃,21℃,阵雨~大雨,南风 小于3级
2015-08-17 星期一,25℃,20℃,大雨~阵雨,南风 小于3级
2015-08-18 星期二,26℃,20℃,阵雨,南风 小于3级
2015-08-19 星期三,28℃,20℃,阴,南风 小于3级
2015-08-20 星期四,30℃,19℃,多云,南风 小于3级
2015-08-21 星期五,31℃,20℃,多云,南风 小于3级
2015-08-22 星期六,31℃,21℃,多云,南风 小于3级
2015-08-23 星期日,31℃,21℃,多云,南风 小于3级
2015-08-24 星期一,29℃,20℃,阵雨~中雨,南风 小于3级
2015-08-25 星期二,26℃,20℃,小到中雨~小雨,南风 小于3级
2015-08-26 星期三,28℃,21℃,阴~小雨,南风 小于3级
2015-08-27 星期四,26℃,21℃,小雨,南风 小于3级
2015-08-28 星期五,27℃,20℃,中雨,南风 小于3级
2015-09-01 星期二,29℃,20℃,阴,南风 小于3级
2015-09-02 星期三,27℃,21℃,大雨,南风 小于3级
2015-09-03 星期四,26℃,22℃,小雨,南风 小于3级
2015-09-04 星期五,29℃,21℃,小雨,南风 小于3级
2015-09-05 星期六,32℃,20℃,阴~多云,南风 小于3级
2015-09-06 星期日,31℃,21℃,多云,南风 小于3级
2015-09-07 星期一,29℃,20℃,阴~小雨,南风 小于3级
2015-09-08 星期二,24℃,21℃,小雨~中雨,南风 小于3级
2015-09-09 星期三,24℃,20℃,大雨~中雨,南风 小于3级
2015-09-10 星期四,25℃,20℃,小雨~大雨,南风 小于3级
2015-09-11 星期五,26℃,17℃,小雨,南风 小于3级
2015-09-12 星期六,27℃,18℃,阴,南风 小于3级
2015-09-13 星期日,24℃,17℃,阴,南风 小于3级
2015-09-14 星期一,26℃,17℃,多云~阴,南风 小于3级
2015-09-15 星期二,25℃,18℃,阴~小雨,南风 小于3级
2015-09-16 星期三,23℃,19℃,小雨~中雨,南风 小于3级
2015-09-17 星期四,21℃,18℃,中雨,南风 小于3级
2015-09-18 星期五,25℃,18℃,小雨,南风 小于3级
2015-09-19 星期六,24℃,17℃,多云~阴,南风 小于3级
2015-09-20 星期日,26℃,17℃,多云~小雨,南风 小于3级
2015-09-21 星期一,24℃,19℃,小雨,南风 小于3级
2015-09-22 星期二,25℃,17℃,小雨~多云,南风 小于3级
2015-09-23 星期三,26℃,16℃,多云~小雨,南风 小于3级
2015-09-24 星期四,23℃,18℃,小雨,南风 小于3级
2015-09-25 星期五,26℃,18℃,多云~阴,南风 小于3级
2015-09-26 星期六,24℃,18℃,小雨,南风 小于3级
2015-09-27 星期日,22℃,18℃,小雨,南风 小于3级
2015-09-28 星期一,25℃,19℃,小雨,南风 小于3级
2015-10-01 星期四,24℃,15℃,多云,南风 小于3级
2015-10-02 星期五,24℃,17℃,多云~小雨,南风 小于3级
2015-10-03 星期六,22℃,17℃,阴,南风 小于3级
2015-10-04 星期日,22℃,16℃,多云~阴,南风 小于3级
2015-10-05 星期一,23℃,15℃,多云,南风 小于3级
2015-10-06 星期二,24℃,15℃,阴,南风 小于3级
2015-10-07 星期三,27℃,17℃,小雨,南风 小于3级
2015-10-08 星期四,25℃,17℃,多云~小雨,南风 小于3级
2015-10-09 星期五,23℃,14℃,小雨~阴,南风 小于3级
2015-10-10 星期六,26℃,14℃,多云~阴,南风 小于3级
2015-10-11 星期日,26℃,14℃,多云,南风 小于3级
2015-10-12 星期一,26℃,16℃,多云~阴,南风 小于3级
2015-10-13 星期二,26℃,15℃,多云~晴,南风 小于3级
2015-10-14 星期三,28℃,15℃,多云,南风 小于3级
2015-10-15 星期四,27℃,15℃,多云,南风 小于3级
2015-10-16 星期五,25℃,19℃,阴~小雨,南风 小于3级
2015-10-17 星期六,24℃,16℃,小到中雨~小雨,南风 小于3级
2015-10-18 星期日,23℃,13℃,阴~多云,南风 小于3级
2015-10-19 星期一,26℃,13℃,多云,南风 小于3级
2015-10-20 星期二,26℃,17℃,多云,南风 小于3级
2015-10-21 星期三,26℃,18℃,阴~小雨,南风 小于3级
2015-10-22 星期四,23℃,18℃,小雨~中雨,南风 小于3级
2015-10-23 星期五,21℃,17℃,小雨,南风 小于3级
2015-10-24 星期六,23℃,17℃,小雨,南风 小于3级
2015-10-25 星期日,25℃,19℃,多云~小雨,南风 小于3级
2015-10-26 星期一,20℃,15℃,阴,南风 小于3级
2015-10-27 星期二,20℃,11℃,晴~多云,南风 小于3级
2015-10-28 星期三,21℃,11℃,阴,南风 小于3级
2015-11-01 星期日,19℃,12℃,多云~阴,南风 小于3级
2015-11-02 星期一,18℃,12℃,阴~小雨,南风 小于3级
2015-11-03 星期二,18℃,13℃,阴,南风 小于3级
2015-11-04 星期三,17℃,13℃,阴~小雨,南风 小于3级
2015-11-05 星期四,20℃,14℃,阴~多云,南风 小于3级
2015-11-06 星期五,21℃,14℃,多云~阴,南风 小于3级
2015-11-07 星期六,21℃,14℃,晴~小雨,南风 小于3级
2015-11-08 星期日,22℃,13℃,多云~阴,南风 小于3级
2015-11-09 星期一,19℃,11℃,阴,南风 小于3级
2015-11-10 星期二,18℃,14℃,阴~小雨,南风 小于3级
2015-11-11 星期三,15℃,12℃,小雨,南风 小于3级
2015-11-12 星期四,16℃,10℃,阴,南风 小于3级
2015-11-13 星期五,17℃,11℃,小雨~阴,南风 小于3级
2015-11-14 星期六,18℃,12℃,小雨~阴,南风 小于3级
2015-11-15 星期日,19℃,11℃,多云,南风 小于3级
2015-11-16 星期一,19℃,13℃,阴~小雨,南风 小于3级
2015-11-17 星期二,19℃,12℃,阴~小雨,南风 小于3级
2015-11-18 星期三,18℃,13℃,阴~多云,南风 小于3级
2015-11-19 星期四,21℃,13℃,阴~多云,南风 小于3级
2015-11-20 星期五,20℃,13℃,阴,南风 小于3级
2015-11-21 星期六,19℃,13℃,小雨,南风 小于3级
2015-11-22 星期日,20℃,14℃,阴~小雨,南风 小于3级
2015-11-23 星期一,18℃,12℃,小雨,南风 小于3级
2015-11-24 星期二,15℃,10℃,小雨~阴,南风 小于3级
2015-11-25 星期三,16℃,9℃,小雨~多云,南风 小于3级
2015-11-26 星期四,15℃,7℃,多云~阴,南风 小于3级
2015-11-27 星期五,11℃,9℃,小雨,南风 小于3级
2015-11-28 星期六,14℃,5℃,小雨,南风 小于3级
2015-12-01 星期二,16℃,9℃,多云~阴,南风 小于3级
2015-12-02 星期三,16℃,9℃,多云~阴,南风 小于3级
2015-12-03 星期四,13℃,10℃,小雨,南风 小于3级
2015-12-04 星期五,11℃,8℃,小雨,南风 小于3级
2015-12-05 星期六,13℃,7℃,多云,南风 小于3级
2015-12-06 星期日,14℃,7℃,多云,南风 小于3级
2015-12-07 星期一,13℃,9℃,阴,南风 小于3级
2015-12-08 星期二,12℃,7℃,小雨,南风 小于3级
2015-12-09 星期三,14℃,8℃,阴,南风 小于3级
2015-12-10 星期四,14℃,9℃,小雨,南风 小于3级
2015-12-11 星期五,13℃,8℃,小雨,南风 小于3级
2015-12-12 星期六,11℃,8℃,小雨,南风 小于3级
2015-12-13 星期日,10℃,5℃,小雨~阴,南风 小于3级
